slugSeason,yearSeason,nameTeam,idTeam,namePlayer,numberJerseySeason,groupPosition,heightInches,weightLBS,dateBirth,agePlayerSeason,countSeasons,nameSchool,idPlayer,isRookie
1996-97,1996,Atlanta Hawks,1610612737,Eldridge Recasner,5,G,76,190,12/14/67,29,2,Washington,695,FALSE
1996-97,1996,Atlanta Hawks,1610612737,Steven Smith,8,G,80,215,3/31/69,28,5,Michigan State,120,FALSE
1996-97,1996,Atlanta Hawks,1610612737,Mookie Blaylock,10,G,73,185,3/20/67,30,7,Oklahoma,302,FALSE
1996-97,1996,Atlanta Hawks,1610612737,Priest Lauderdale,15,C,88,343,8/31/73,23,0,NA,968,TRUE
1996-97,1996,Atlanta Hawks,1610612737,Jon Barry,17,G,77,205,7/25/69,27,4,Georgia Tech,468,FALSE
1996-97,1996,Atlanta Hawks,1610612737,Ivano Newbill,28,F,82,245,12/12/70,26,1,Georgia Tech,1096,FALSE
1996-97,1996,Atlanta Hawks,1610612737,Christian Laettner,32,F,83,245,8/17/69,27,4,Duke,363,FALSE
1996-97,1996,Atlanta Hawks,1610612737,Tyrone Corbin,33,F,78,225,12/31/62,34,11,DePaul,895,FALSE
1996-97,1996,Atlanta Hawks,1610612737,Darrin Hancock,35,F,79,205,11/3/71,25,2,Kansas,241,FALSE
1996-97,1996,Atlanta Hawks,1610612737,Henry James,42,F,80,220,7/29/65,31,5,St. Mary's (TX),1080,FALSE
1996-97,1996,Atlanta Hawks,1610612737,Alan Henderson,44,F,81,235,12/2/72,24,1,Indiana,673,FALSE
1996-97,1996,Atlanta Hawks,1610612737,Dikembe Mutombo,55,C,86,250,6/25/66,31,5,Georgetown,87,FALSE
1996-97,1996,Boston Celtics,1610612738,David Wesley,4,G,73,198,11/14/70,26,3,Baylor,133,FALSE
1996-97,1996,Boston Celtics,1610612738,Michael Hawkins,5,G,72,178,10/28/72,24,0,Xavier,1138,TRUE
1996-97,1996,Boston Celtics,1610612738,Dee Brown,7,G,74,192,11/29/68,28,6,Jacksonville,244,FALSE
1996-97,1996,Boston Celtics,1610612738,Antoine Walker,8,F,81,224,8/12/76,20,0,Kentucky,952,TRUE
1996-97,1996,Boston Celtics,1610612738,Todd Day,13,W,78,188,1/7/70,27,4,Arkansas,103,FALSE
1996-97,1996,Boston Celtics,1610612738,Nate Driggers,27,W,77,215,10/12/73,23,0,Montevallo,1041,TRUE
1996-97,1996,Boston Celtics,1610612738,Marty Conlon,30,F,83,245,1/19/68,29,4,Providence,55,FALSE
1996-97,1996,Boston Celtics,1610612738,Steve Hamer,42,C,84,245,11/13/73,23,0,Tennessee,984,TRUE
1996-97,1996,Boston Celtics,1610612738,Brett Szabo,43,C,83,230,2/1/68,29,0,Augustana (SD),1136,TRUE
1996-97,1996,Boston Celtics,1610612738,Rick Fox,44,W,79,249,7/24/69,27,5,North Carolina,296,FALSE
1996-97,1996,Boston Celtics,1610612738,Alton Lister,53,C-F,84,245,10/1/58,38,14,Arizona State,175,FALSE
1996-97,1996,Boston Celtics,1610612738,Eric Williams,55,F,80,220,7/17/72,24,1,Providence,677,FALSE
1996-97,1996,Brooklyn Nets,1610612751,Eric Montross,0,C,84,270,9/23/71,25,2,North Carolina,376,FALSE
1996-97,1996,Brooklyn Nets,1610612751,Sam Cassell,10,G,75,185,11/18/69,27,3,Florida State,208,FALSE
1996-97,1996,Brooklyn Nets,1610612751,Kendall Gill,13,W,77,216,5/25/68,29,6,Illinois,383,FALSE
1996-97,1996,Brooklyn Nets,1610612751,Chris Gatling,15,C,82,230,9/3/67,29,5,Old Dominion,423,FALSE
1996-97,1996,Brooklyn Nets,1610612751,Kevin Edwards,21,G,75,210,10/30/65,31,8,DePaul,236,FALSE
1996-97,1996,Brooklyn Nets,1610612751,Jim Jackson,22,G,78,215,10/14/70,26,4,Ohio State,754,FALSE
1996-97,1996,Brooklyn Nets,1610612751,Kerry Kittles,30,G,77,179,6/12/74,23,0,Villanova,954,TRUE
1996-97,1996,Brooklyn Nets,1610612751,Yinka Dare,33,C-F,84,265,10/10/72,24,2,George Washington,212,FALSE
1996-97,1996,Brooklyn Nets,1610612751,Xavier McDaniel,34,F,79,218,6/4/63,34,10,Wichita State,1365,FALSE
1996-97,1996,Brooklyn Nets,1610612751,Joe Kleine,35,C,84,271,1/4/62,35,11,Arkansas,170,FALSE
1996-97,1996,Brooklyn Nets,1610612751,Robert Werdann,41,C,83,250,9/12/70,26,0,St. John's (NY),438,TRUE
1996-97,1996,Brooklyn Nets,1610612751,Tony Massenburg,44,F,81,250,7/31/67,29,4,Maryland,763,FALSE
1996-97,1996,Brooklyn Nets,1610612751,Jack Haley,54,C,82,242,1/27/64,33,7,California-Los Angeles,917,FALSE
1996-97,1996,Charlotte Hornets,1610612766,Tony Delk,0,G,74,189,1/28/74,23,0,Kentucky,960,TRUE
1996-97,1996,Charlotte Hornets,1610612766,Muggsy Bogues,1,G,63,141,1/9/65,32,9,Wake Forest,177,FALSE
1996-97,1996,Charlotte Hornets,1610612766,Donald Royal,5,F,80,218,5/22/66,31,6,Notre Dame,140,FALSE
1996-97,1996,Charlotte Hornets,1610612766,Rafael Addison,7,F,80,241,7/22/64,32,5,Syracuse,912,FALSE
1996-97,1996,Charlotte Hornets,1610612766,Vlade Divac,12,C,85,260,2/3/68,29,7,NA,124,FALSE
1996-97,1996,Charlotte Hornets,1610612766,Anthony Mason,14,F,80,250,12/14/66,30,7,Tennessee State,193,FALSE
1996-97,1996,Charlotte Hornets,1610612766,Ricky Pierce,21,G,76,215,8/19/59,37,14,Rice,894,FALSE
1996-97,1996,Charlotte Hornets,1610612766,Dell Curry,30,G,77,205,6/25/64,33,10,Virginia Tech,209,FALSE
1996-97,1996,Charlotte Hornets,1610612766,Malik Rose,31,F,79,250,11/23/74,22,0,Drexel,990,TRUE
1996-97,1996,Charlotte Hornets,1610612766,Tony Smith,34,G,76,205,6/14/68,29,6,Marquette,380,FALSE
1996-97,1996,Charlotte Hornets,1610612766,Glen Rice,41,W,80,220,5/28/67,30,7,Michigan,779,FALSE
1996-97,1996,Charlotte Hornets,1610612766,Matt Geiger,52,F-C,85,245,9/10/69,27,4,Georgia Tech,761,FALSE
1996-97,1996,Chicago Bulls,1610612741,Robert Parish,0,C,85,244,8/30/53,43,20,Centenary (LA),305,FALSE
1996-97,1996,Chicago Bulls,1610612741,Randy Brown,1,G,74,190,5/22/68,29,5,New Mexico State,753,FALSE
1996-97,1996,Chicago Bulls,1610612741,Toni Kukoc,7,W,83,232,9/18/68,28,3,NA,389,FALSE
1996-97,1996,Chicago Bulls,1610612741,Ron Harper,9,G,78,216,1/20/64,33,10,Miami (OH),166,FALSE
1996-97,1996,Chicago Bulls,1610612741,Luc Longley,13,C,86,292,1/19/69,28,5,New Mexico,26,FALSE
1996-97,1996,Chicago Bulls,1610612741,Bison Dele,18,C,83,260,4/6/69,28,5,Arizona,183,FALSE
1996-97,1996,Chicago Bulls,1610612741,Michael Jordan,23,G,78,216,2/17/63,34,11,North Carolina,893,FALSE
1996-97,1996,Chicago Bulls,1610612741,Steve Kerr,25,G,75,180,9/27/65,31,8,Arizona,70,FALSE
1996-97,1996,Chicago Bulls,1610612741,Jud Buechler,30,F,78,228,6/19/68,29,6,Arizona,146,FALSE
1996-97,1996,Chicago Bulls,1610612741,Scottie Pippen,33,W,79,228,9/25/65,31,9,Central Arkansas,937,FALSE
1996-97,1996,Chicago Bulls,1610612741,Jason Caffey,35,F,80,256,6/12/73,24,1,Alabama,679,FALSE
1996-97,1996,Chicago Bulls,1610612741,Dennis Rodman,91,F,78,220,5/13/61,36,10,Southeastern Oklahoma State,23,FALSE
1996-97,1996,Cleveland Cavaliers,1610612739,Terrell Brandon,1,G,71,180,5/20/70,27,5,Oregon,210,FALSE
1996-97,1996,Cleveland Cavaliers,1610612739,Reggie Geary,2,G,74,187,8/31/73,23,0,Arizona,1002,TRUE
1996-97,1996,Cleveland Cavaliers,1610612739,Bob Sura,3,G,77,200,3/25/73,24,1,Florida State,682,FALSE
1996-97,1996,Cleveland Cavaliers,1610612739,Bobby Phills,14,G,77,220,12/20/69,27,5,Southern University,184,FALSE
1996-97,1996,Cleveland Cavaliers,1610612739,Antonio Lang,21,F,80,230,5/15/72,25,2,Duke,226,FALSE
1996-97,1996,Cleveland Cavaliers,1610612739,Chris Mills,24,F,79,216,1/25/70,27,3,Arizona,168,FALSE
1996-97,1996,Cleveland Cavaliers,1610612739,Tyrone Hill,32,F-C,81,245,3/19/68,29,6,Xavier,238,FALSE
1996-97,1996,Cleveland Cavaliers,1610612739,Donny Marshall,33,F,79,230,7/17/72,24,1,Connecticut,681,FALSE
1996-97,1996,Cleveland Cavaliers,1610612739,Danny Ferry,35,F,82,235,10/17/66,30,6,Duke,198,FALSE
1996-97,1996,Cleveland Cavaliers,1610612739,Mark West,41,C-F,82,246,11/5/60,36,13,Old Dominion,770,FALSE
1996-97,1996,Cleveland Cavaliers,1610612739,Shawnelle Scott,44,C,83,250,6/16/72,25,0,St. John's (NY),1035,TRUE
1996-97,1996,Cleveland Cavaliers,1610612739,Vitaly Potapenko,52,C,82,280,3/21/75,22,0,Wright State,958,TRUE
1996-97,1996,Cleveland Cavaliers,1610612739,Sarunas Marciulionis,78,G,77,200,6/13/64,33,6,NA,36,FALSE
1996-97,1996,Dallas Mavericks,1610612742,Stevin Smith,1,G,74,208,1/24/72,25,0,Arizona State,1478,TRUE
1996-97,1996,Dallas Mavericks,1610612742,Michael Finley,4,W,79,215,3/6/73,24,1,Wisconsin,714,FALSE
1996-97,1996,Dallas Mavericks,1610612742,Sasha Danilovic,5,G,78,200,2/26/70,27,1,NA,390,FALSE
1996-97,1996,Dallas Mavericks,1610612742,Khalid Reeves,6,G,75,201,7/15/72,24,2,Arizona,234,FALSE
1996-97,1996,Dallas Mavericks,1610612742,Derek Harper,12,G,76,206,10/13/61,35,13,Illinois,157,FALSE
1996-97,1996,Dallas Mavericks,1610612742,Martin Muursepp,13,F,81,235,9/26/74,22,0,NA,982,TRUE
1996-97,1996,Dallas Mavericks,1610612742,Robert Pack,14,G,74,190,2/3/69,28,5,Southern California,123,FALSE
1996-97,1996,Dallas Mavericks,1610612742,Erick Strickland,20,G,75,210,11/25/73,23,0,Nebraska,1065,TRUE
1996-97,1996,Dallas Mavericks,1610612742,Stacey King,33,F-C,83,250,1/29/67,30,6,Oklahoma,351,FALSE
1996-97,1996,Dallas Mavericks,1610612742,Shawn Bradley,44,C,90,248,3/22/72,25,3,Brigham Young,762,FALSE
1996-97,1996,Dallas Mavericks,1610612742,A.C. Green,45,F,81,225,10/4/63,33,11,Oregon State,920,FALSE
1996-97,1996,Dallas Mavericks,1610612742,Greg Dreiling,50,C,85,265,11/7/63,33,9,Kansas,1068,FALSE
1996-97,1996,Denver Nuggets,1610612743,Dale Ellis,3,W,79,215,8/6/60,36,13,Tennessee,107,FALSE
1996-97,1996,Denver Nuggets,1610612743,Anthony Goldwire,5,G,74,182,9/6/71,25,1,Houston,924,FALSE
1996-97,1996,Denver Nuggets,1610612743,Brooks Thompson,6,G,76,193,7/19/70,26,2,Oklahoma State,240,FALSE
1996-97,1996,Denver Nuggets,1610612743,Jimmy King,13,G,77,210,8/9/73,23,1,Michigan,728,FALSE
1996-97,1996,Denver Nuggets,1610612743,Tom Hammonds,21,F,81,225,3/27/67,30,7,Georgia Tech,67,FALSE
1996-97,1996,Denver Nuggets,1610612743,Vincent Askew,22,F,78,235,2/28/66,31,7,Memphis,355,FALSE
1996-97,1996,Denver Nuggets,1610612743,Bryant Stith,23,G,77,208,12/10/70,26,4,Virginia,179,FALSE
1996-97,1996,Denver Nuggets,1610612743,Antonio McDyess,24,F-C,81,220,9/7/74,22,1,Alabama,686,FALSE
1996-97,1996,Denver Nuggets,1610612743,George Zidek,25,C,84,264,8/2/73,23,1,California-Los Angeles,678,FALSE
1996-97,1996,Denver Nuggets,1610612743,Kenny Smith,30,G,75,170,3/8/65,32,9,North Carolina,181,FALSE
1996-97,1996,Denver Nuggets,1610612743,Ervin Johnson,50,C,83,245,12/21/67,29,3,New Orleans,911,FALSE
1996-97,1996,Denver Nuggets,1610612743,Jerome Allen,53,G,76,184,1/28/73,24,1,Pennsylvania,706,FALSE
1996-97,1996,Detroit Pistons,1610612765,Lindsey Hunter,1,G,74,195,12/3/70,26,3,Jackson State,283,FALSE
1996-97,1996,Detroit Pistons,1610612765,Joe Dumars,4,G,75,195,5/24/63,34,11,McNeese State,247,FALSE
1996-97,1996,Detroit Pistons,1610612765,Terry Mills,6,C-F,82,250,12/21/67,29,6,Michigan,371,FALSE
1996-97,1996,Detroit Pistons,1610612765,Michael Curry,12,W,77,210,8/22/68,28,2,Georgia Southern,688,FALSE
1996-97,1996,Detroit Pistons,1610612765,Jerome Williams,13,F,81,206,5/10/73,24,0,Georgetown,966,TRUE
1996-97,1996,Detroit Pistons,1610612765,Aaron McKie,23,G,77,209,10/2/72,24,2,Temple,243,FALSE
1996-97,1996,Detroit Pistons,1610612765,Grant Hill,33,W,80,225,10/5/72,24,2,Duke,255,FALSE
1996-97,1996,Detroit Pistons,1610612765,Theo Ratliff,42,C-F,82,225,4/17/73,24,1,Wyoming,689,FALSE
1996-97,1996,Detroit Pistons,1610612765,Grant Long,43,F,81,248,3/12/66,31,8,Eastern Michigan,3,FALSE
1996-97,1996,Detroit Pistons,1610612765,Rick Mahorn,44,C-F,82,260,9/21/58,38,15,Hampton,328,FALSE
1996-97,1996,Detroit Pistons,1610612765,Otis Thorpe,50,F-C,82,246,8/5/62,34,12,Providence,901,FALSE
1996-97,1996,Detroit Pistons,1610612765,Don Reid,52,C-F,80,250,12/30/73,23,1,Georgetown,690,FALSE
1996-97,1996,Golden State Warriors,1610612744,Donyell Marshall,3,F,81,230,5/18/73,24,2,Connecticut,923,FALSE
1996-97,1996,Golden State Warriors,1610612744,Melvin Booker,5,G,74,185,8/20/72,24,1,Missouri,511,FALSE
1996-97,1996,Golden State Warriors,1610612744,Latrell Sprewell,15,G,77,190,9/8/70,26,4,Alabama,84,FALSE
1996-97,1996,Golden State Warriors,1610612744,Chris Mullin,17,W,79,215,7/30/63,33,11,St. John's (NY),904,FALSE
1996-97,1996,Golden State Warriors,1610612744,Lou Roe,21,F,79,220,7/14/72,24,1,Massachusetts,691,FALSE
1996-97,1996,Golden State Warriors,1610612744,Scott Burrell,23,W,79,226,1/12/71,26,3,Connecticut,197,FALSE
1996-97,1996,Golden State Warriors,1610612744,Mark Price,25,G,72,180,2/15/64,33,10,Georgia Tech,899,FALSE
1996-97,1996,Golden State Warriors,1610612744,Joe Smith,32,F,82,225,7/26/75,21,1,Maryland,693,FALSE
1996-97,1996,Golden State Warriors,1610612744,Marcus Mann,34,F,80,245,12/19/73,23,0,Mississippi Valley State,986,TRUE
1996-97,1996,Golden State Warriors,1610612744,Ray Owes,35,F,81,224,12/12/72,24,0,Arizona,1077,TRUE
1996-97,1996,Golden State Warriors,1610612744,Felton Spencer,50,C,84,280,1/5/68,29,6,Louisville,280,FALSE
1996-97,1996,Golden State Warriors,1610612744,Todd Fuller,52,C,83,255,7/25/74,22,0,North Carolina State,957,TRUE
1996-97,1996,Golden State Warriors,1610612744,Andrew DeClercq,55,F-C,82,230,2/1/73,24,1,Florida,692,FALSE
1996-97,1996,Houston Rockets,1610612745,Sedale Threatt,2,G,74,185,9/10/61,35,13,West Virginia Tech,9,FALSE
1996-97,1996,Houston Rockets,1610612745,Randy Livingston,3,G,76,209,4/2/75,22,0,Louisiana State,988,TRUE
1996-97,1996,Houston Rockets,1610612745,Charles Barkley,4,F,78,252,2/20/63,34,12,Auburn,787,FALSE
1996-97,1996,Houston Rockets,1610612745,Eddie Johnson,8,F,79,215,5/1/59,38,14,Illinois,698,FALSE
1996-97,1996,Houston Rockets,1610612745,Matt Maloney,12,G,75,200,12/6/71,25,0,Pennsylvania,1074,TRUE
1996-97,1996,Houston Rockets,1610612745,Mario Elie,17,W,77,210,11/26/63,33,6,American International,53,FALSE
1996-97,1996,Houston Rockets,1610612745,Clyde Drexler,22,W,79,222,6/22/62,35,13,Houston,17,FALSE
1996-97,1996,Houston Rockets,1610612745,Charles Jones,27,F-C,81,215,4/3/57,40,13,Albany State (GA),279,FALSE
1996-97,1996,Houston Rockets,1610612745,Othella Harrington,32,F,81,235,1/31/74,23,0,Georgetown,970,TRUE
1996-97,1996,Houston Rockets,1610612745,Hakeem Olajuwon,34,C,84,255,1/21/63,34,12,Houston,165,FALSE
1996-97,1996,Houston Rockets,1610612745,Kevin Willis,42,F-C,84,245,9/6/62,34,12,Michigan State,788,FALSE
1996-97,1996,Houston Rockets,1610612745,Matt Bullard,50,F,82,235,6/5/67,30,5,Iowa,672,FALSE
1996-97,1996,Indiana Pacers,1610612754,Travis Best,4,G,71,182,7/12/72,24,1,Georgia Tech,696,FALSE
1996-97,1996,Indiana Pacers,1610612754,Jalen Rose,5,G,80,210,1/30/73,24,2,Michigan,147,FALSE
1996-97,1996,Indiana Pacers,1610612754,Mark Jackson,13,G,75,185,4/1/65,32,9,St. John's (NY),349,FALSE
1996-97,1996,Indiana Pacers,1610612754,Fred Hoiberg,20,G,76,203,10/15/72,24,1,Iowa State,697,FALSE
1996-97,1996,Indiana Pacers,1610612754,Erick Dampier,25,C,83,265,7/14/75,21,0,Mississippi State,956,TRUE
1996-97,1996,Indiana Pacers,1610612754,Duane Ferrell,27,F,79,215,2/28/65,32,8,Georgia Tech,273,FALSE
1996-97,1996,Indiana Pacers,1610612754,Reggie Miller,31,G,79,185,8/24/65,31,9,California-Los Angeles,397,FALSE
1996-97,1996,Indiana Pacers,1610612754,Dale Davis,32,F,83,230,3/25/69,28,5,Clemson,905,FALSE
1996-97,1996,Indiana Pacers,1610612754,Antonio Davis,33,F-C,81,230,10/31/68,28,3,Texas-El Paso,213,FALSE
1996-97,1996,Indiana Pacers,1610612754,Darvin Ham,35,F,79,220,7/23/73,23,0,Texas Tech,1032,TRUE
1996-97,1996,Indiana Pacers,1610612754,Rik Smits,45,C,88,265,8/23/66,30,8,Marist,22,FALSE
1996-97,1996,Indiana Pacers,1610612754,Brent Scott,55,F-C,82,250,6/15/71,26,0,Rice,1064,TRUE
1996-97,1996,Los Angeles Clippers,1610612746,Kevin Duckworth,0,C,84,300,4/1/64,33,11,Eastern Illinois,404,FALSE
1996-97,1996,Los Angeles Clippers,1610612746,Pooh Richardson,2,G,73,180,5/14/66,31,7,California-Los Angeles,71,FALSE
1996-97,1996,Los Angeles Clippers,1610612746,Lamond Murray,7,W,79,236,4/20/73,24,2,California,441,FALSE
1996-97,1996,Los Angeles Clippers,1610612746,Darrick Martin,15,G,71,170,3/6/71,26,2,UCLA,239,FALSE
1996-97,1996,Los Angeles Clippers,1610612746,Malik Sealy,21,W,80,200,2/1/70,27,4,St. John's (NY),907,FALSE
1996-97,1996,Los Angeles Clippers,1610612746,Terry Dehere,24,G,76,190,9/12/71,25,3,Seton Hall,143,FALSE
1996-97,1996,Los Angeles Clippers,1610612746,Brent Barry,31,G,78,195,12/31/71,25,1,Oregon State,699,FALSE
1996-97,1996,Los Angeles Clippers,1610612746,Loy Vaught,35,F-C,81,240,2/27/68,29,6,Michigan,919,FALSE
1996-97,1996,Los Angeles Clippers,1610612746,Bo Outlaw,45,F,80,210,4/13/71,26,3,Houston,448,FALSE
1996-97,1996,Los Angeles Clippers,1610612746,Richard Manning,50,C,83,245,6/23/70,27,1,Washington,316,FALSE
1996-97,1996,Los Angeles Clippers,1610612746,Eric Piatkowski,52,G,79,215,9/30/70,26,2,Nebraska,15,FALSE
1996-97,1996,Los Angeles Clippers,1610612746,Rodney Rogers,54,F,79,255,6/20/71,26,3,Wake Forest,915,FALSE
1996-97,1996,Los Angeles Clippers,1610612746,Lorenzen Wright,55,C,83,240,11/4/75,21,0,Memphis,953,TRUE
1996-97,1996,Los Angeles Lakers,1610612747,Derek Fisher,2,G,73,200,8/9/74,22,0,Arkansas-Little Rock,965,TRUE
1996-97,1996,Los Angeles Lakers,1610612747,Byron Scott,4,G,76,205,3/28/61,36,13,Arizona State,2,FALSE
1996-97,1996,Los Angeles Lakers,1610612747,Robert Horry,5,F,82,220,8/25/70,26,4,Alabama,109,FALSE
1996-97,1996,Los Angeles Lakers,1610612747,Eddie Jones,6,W,78,190,10/20/71,25,2,Temple,224,FALSE
1996-97,1996,Los Angeles Lakers,1610612747,Kobe Bryant,8,G,79,200,8/23/78,18,0,Lower Merion,977,TRUE
1996-97,1996,Los Angeles Lakers,1610612747,Nick Van Exel,9,G,73,183,11/27/71,25,3,Cincinnati,89,FALSE
1996-97,1996,Los Angeles Lakers,1610612747,Jerome Kersey,12,F,79,240,6/26/62,35,12,Longwood,760,FALSE
1996-97,1996,Los Angeles Lakers,1610612747,Shaquille O'Neal,34,C,85,300,3/6/72,25,4,Louisiana State,406,FALSE
1996-97,1996,Los Angeles Lakers,1610612747,Travis Knight,40,F-C,84,235,9/13/74,22,0,Connecticut,969,TRUE
1996-97,1996,Los Angeles Lakers,1610612747,Elden Campbell,41,F-C,84,250,7/23/68,28,6,Clemson,922,FALSE
1996-97,1996,Los Angeles Lakers,1610612747,Corie Blount,43,F,82,242,1/4/69,28,3,Cincinnati,916,FALSE
1996-97,1996,Los Angeles Lakers,1610612747,Sean Rooks,45,C,82,260,9/9/69,27,4,Arizona,399,FALSE
1996-97,1996,Memphis Grizzlies,1610612763,Greg Anthony,2,G,73,180,11/15/67,29,5,Nevada-Las Vegas,21,FALSE
1996-97,1996,Memphis Grizzlies,1610612763,Shareef Abdur-Rahim,3,F,81,230,12/11/76,20,0,California,949,TRUE
1996-97,1996,Memphis Grizzlies,1610612763,Chris Robinson,5,G,77,200,4/2/74,23,0,Western Kentucky,997,TRUE
1996-97,1996,Memphis Grizzlies,1610612763,Anthony Peeler,7,G,76,208,11/25/69,27,4,Missouri,324,FALSE
1996-97,1996,Memphis Grizzlies,1610612763,Lee Mayberry,11,G,73,180,6/12/70,27,4,Arkansas,195,FALSE
1996-97,1996,Memphis Grizzlies,1610612763,Aaron Williams,15,F,81,225,10/2/71,25,2,Xavier,1425,FALSE
1996-97,1996,Memphis Grizzlies,1610612763,Lawrence Moten,21,G,77,190,3/25/72,25,1,Syracuse,734,FALSE
1996-97,1996,Memphis Grizzlies,1610612763,Blue Edwards,30,W,76,228,10/31/65,31,7,East Carolina,898,FALSE
1996-97,1996,Memphis Grizzlies,1610612763,Pete Chilcutt,33,F-C,82,240,9/14/68,28,5,North Carolina,432,FALSE
1996-97,1996,Memphis Grizzlies,1610612763,Roy Rogers,40,F,82,235,8/19/73,23,0,Alabama,964,TRUE
1996-97,1996,Memphis Grizzlies,1610612763,Roy Rogers,44,F,82,235,8/19/73,23,0,NA,78009,TRUE
1996-97,1996,Memphis Grizzlies,1610612763,Bryant Reeves,50,C,84,275,6/8/73,24,1,Oklahoma State,735,FALSE
1996-97,1996,Memphis Grizzlies,1610612763,Eric Leckner,55,C,83,265,5/27/66,31,7,Wyoming,287,FALSE
1996-97,1996,Miami Heat,1610612748,Keith Askins,2,W,80,224,12/15/67,29,6,Alabama,173,FALSE
1996-97,1996,Miami Heat,1610612748,Ike Austin,8,C,82,270,8/18/69,27,3,Arizona State,1134,FALSE
1996-97,1996,Miami Heat,1610612748,Dan Majerle,9,W,78,220,9/9/65,31,8,Central Michigan,105,FALSE
1996-97,1996,Miami Heat,1610612748,Tim Hardaway,10,G,72,195,9/1/66,30,7,Texas-El Paso,896,FALSE
1996-97,1996,Miami Heat,1610612748,John Crotty,11,G,74,185,7/15/69,27,4,Virginia,180,FALSE
1996-97,1996,Miami Heat,1610612748,Voshon Lenard,21,G,76,205,5/14/73,24,1,Minnesota,702,FALSE
1996-97,1996,Miami Heat,1610612748,Jamal Mashburn,24,F,80,250,11/29/72,24,3,Kentucky,469,FALSE
1996-97,1996,Miami Heat,1610612748,Mark Strickland,30,F,82,220,7/14/70,26,1,Temple,1110,FALSE
1996-97,1996,Miami Heat,1610612748,James Scott,32,F,78,180,6/3/72,25,0,St. John's (NY),1109,TRUE
1996-97,1996,Miami Heat,1610612748,Alonzo Mourning,33,C,82,261,2/8/70,27,4,Georgetown,297,FALSE
1996-97,1996,Miami Heat,1610612748,Willie Anderson,35,W,80,200,1/8/67,30,7,Georgia,335,FALSE
1996-97,1996,Miami Heat,1610612748,P.J. Brown,42,F,83,240,10/14/69,27,3,Louisiana Tech,136,FALSE
1996-97,1996,Miami Heat,1610612748,Ed Pinckney,54,F,81,240,3/27/63,34,11,Villanova,291,FALSE
1996-97,1996,Milwaukee Bucks,1610612749,Elliot Perry,5,G,72,160,3/28/69,28,4,Memphis,386,FALSE
1996-97,1996,Milwaukee Bucks,1610612749,David Wood,7,F,81,230,11/30/64,32,6,Nevada-Reno,116,FALSE
1996-97,1996,Milwaukee Bucks,1610612749,Armen Gilliam,10,C-F,81,260,5/28/64,33,9,Nevada-Las Vegas,288,FALSE
1996-97,1996,Milwaukee Bucks,1610612749,Glenn Robinson,13,F,79,235,1/10/73,24,2,Purdue,299,FALSE
1996-97,1996,Milwaukee Bucks,1610612749,Sherman Douglas,20,G,73,195,9/15/66,30,7,Syracuse,428,FALSE
1996-97,1996,Milwaukee Bucks,1610612749,Johnny Newman,22,W,79,200,11/28/63,33,10,Richmond,271,FALSE
1996-97,1996,Milwaukee Bucks,1610612749,Joe Wolf,23,C-F,83,260,12/17/64,32,8,North Carolina,341,FALSE
1996-97,1996,Milwaukee Bucks,1610612749,Andrew Lang,28,C-F,83,275,6/28/66,31,8,Arkansas,457,FALSE
1996-97,1996,Milwaukee Bucks,1610612749,Ray Allen,34,G,77,205,7/20/75,21,0,Connecticut,951,TRUE
1996-97,1996,Milwaukee Bucks,1610612749,Vin Baker,42,F,83,245,11/23/71,25,3,Hartford,452,FALSE
1996-97,1996,Milwaukee Bucks,1610612749,Chucky Brown,52,F,80,215,2/29/68,29,7,North Carolina State,359,FALSE
1996-97,1996,Milwaukee Bucks,1610612749,Acie Earl,55,F-C,83,240,6/23/70,27,3,Iowa,768,FALSE
1996-97,1996,Minnesota Timberwolves,1610612750,Stephon Marbury,3,G,74,180,2/20/77,20,0,Georgia Tech,950,TRUE
1996-97,1996,Minnesota Timberwolves,1610612750,Doug West,5,G,78,220,5/27/67,30,7,Villanova,28,FALSE
1996-97,1996,Minnesota Timberwolves,1610612750,Shane Heal,10,G,72,180,9/6/70,26,0,NA,1049,TRUE
1996-97,1996,Minnesota Timberwolves,1610612750,Stojko Vrankovic,11,C,86,260,1/22/64,33,2,Croatia,1037,FALSE
1996-97,1996,Minnesota Timberwolves,1610612750,Kevin Garnett,21,F,83,220,5/19/76,21,1,Farragut Career Academy,708,FALSE
1996-97,1996,Minnesota Timberwolves,1610612750,Dean Garrett,22,C,83,250,11/27/66,30,0,Indiana,1051,TRUE
1996-97,1996,Minnesota Timberwolves,1610612750,Tom Gugliotta,24,F,82,240,12/19/69,27,4,North Carolina State,339,FALSE
1996-97,1996,Minnesota Timberwolves,1610612750,James Robinson,26,G,74,180,8/31/70,26,3,Alabama,381,FALSE
1996-97,1996,Minnesota Timberwolves,1610612750,Terry Porter,30,G,75,195,4/8/63,34,11,Wisconsin-Stevens Point,345,FALSE
1996-97,1996,Minnesota Timberwolves,1610612750,Sam Mitchell,42,F,79,215,9/2/63,33,7,Mercer,417,FALSE
1996-97,1996,Minnesota Timberwolves,1610612750,Chris Carr,43,W,78,220,3/12/74,23,1,Southern Illinois,713,FALSE
1996-97,1996,Minnesota Timberwolves,1610612750,Cherokee Parks,44,F,83,240,10/11/72,24,1,Duke,685,FALSE
1996-97,1996,New York Knicks,1610612752,Chris Childs,1,G,75,195,11/20/67,29,2,Boise State,164,FALSE
